CoMeT,Version,Qclevel,Headerlines,Type,Parameter_name,standard_name,long_name,units,mult_fact,add_fact,instrument1,SN1,instrument2,SN2,instrument3,SN3,instrument4,SN4
alpha,2024,qcd,28,float,latitude,latitude,Latitude,degrees_north,1,0,Garmin GPS 19x HVS,,,,,,,
alpha,2024,qcd,28,float,longitude,longitude,Longitude,degrees_east,1,0,Garmin GPS 19x HVS,,,,,,,
alpha,2024,qcd,28,float,altitude,altitude,Height above mean sea level,meters,1,0,Garmin GPS 19x HVS,,,,,,,
alpha,2024,qcd,28,float,pressure,air_pressure,Air pressure,hPa,1,0,Vaisala PTB210,,Gill pressure port,,,,,
alpha,2024,qcd,28,float,temperature_fast,air_temperature,Air Temperature (Fast Response),Celsius,1,0,Campbell Scientific 109SS,,,,,,,
alpha,2024,qcd,28,float,temperature_slow,air_temperature,Air Temperature (Slow Response),Celsius,1,0,Vaisala HMP155E,,,,,,,
alpha,2024,qcd,28,float,rh_slow,relative_humidity,Relative Humidity (Slow Response),percent,1,0,Vaisala HMP155E,,,,,,,
alpha,2024,qcd,28,float,rh_fast,relative_humidity,Relative Humidity (Calculated Using Fast Temperature),percent,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
alpha,2024,qcd,28,float,dewpoint,dew_point_temperature,Dew Point Temperature (Derived),Celsius,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
alpha,2024,qcd,28,float,water_vapor_mixing_ratio,humidity_mixing_ratio,Water Vapor Mixing Ratio (Derived),g/kg,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
alpha,2024,qcd,28,float,theta,air_potential_temperature,Potential Temperature (Derived),Kelvin,1,0,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,,,
alpha,2024,qcd,28,float,theta_v,virtual_potential_temperature,Virtual Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
alpha,2024,qcd,28,float,theta_e,equivalent_potential_temperature,Equivalent Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
alpha,2024,qcd,28,float,wind_speed,wind_speed,Wind Speed (Derived),m/s,1,0,RM Young 05103,,Garmin GPS 19x HVS,,,,,
alpha,2024,qcd,28,float,wind_direction,wind_from_direction,Wind Direction (Derived),degrees,1,0,RM Young 05103,,Garmin GPS 19x HVS,,,,,
alpha,2024,qcd,28,float,vehicle_heading,platform_course,Vehicle Heading,degrees,1,0,KVH C100 Compass,,,,,,,
alpha,2024,qcd,28,float,vehicle_speed,platform_speed_wrt_ground,Vehicle Speed,m/s,1,0,Garmin GPS 19x HVS,,,,,,,
alpha,2024,qcd,28,double,computer_time,time,Computer Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
alpha,2024,qcd,28,double,logger_time,time,Logger Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
alpha,2024,qcd,28,string,error_string,error_string,Error String,,1,0,,,,,,,,
